step,Cars,EuroSAT,RESISC45,GTSRB
500,0.7809973883845293,0.6962962962962963,0.9493650793650794,0.9601741884402217
1000,0.7828628280064669,0.7488888888888889,0.950952380952381,0.9627870150435471
