step,Cars,EuroSAT,RESISC45,GTSRB
500,0.00559631886581271,0.2174074074074074,0.03238095238095238,0.9712589073634205
1000,0.005471956224350205,0.21518518518518517,0.024285714285714285,0.9716547901821061
