step,SUN397,Cars,GTSRB,EuroSAT,DTD,MNIST,RESISC45,SVHN
1000,0.7456423173803527,0.7803755751772168,0.9924782264449723,0.9959259259259259,0.7585106382978724,0.9961,0.4857142857142857,0.4940073755377996
500,0.7380856423173804,0.7724163661236164,0.991132224861441,0.9677777777777777,0.7537234042553191,0.9956,0.4471428571428571,0.43961278426551936
