step,SUN397,Cars,RESISC45,DTD,SVHN,GTSRB,MNIST,EuroSAT
1000,0.7438790931989925,0.7828628280064669,0.9480952380952381,0.7558510638297873,0.9683466502765826,0.9900237529691212,0.863,0.5592592592592592
500,0.7406045340050378,0.774281805745554,0.943015873015873,0.7526595744680851,0.968000921942225,0.990577988915281,0.799,0.5155555555555555
