scaling_coef,dataset,acc
0.0,Cars,0.03208556149732621
0.0,EuroSAT,0.1751851851851852
0.0,RESISC45,0.1219047619047619
0.0,GTSRB,0.30221694378463976
0.1,Cars,0.038303693570451436
0.1,EuroSAT,0.21296296296296297
0.1,RESISC45,0.14809523809523809
0.1,GTSRB,0.3820269200316706
0.2,Cars,0.04178584753140157
0.2,EuroSAT,0.3011111111111111
0.2,RESISC45,0.17365079365079364
0.2,GTSRB,0.4672209026128266
0.30000000000000004,Cars,0.04103967168262654
0.30000000000000004,EuroSAT,0.40814814814814815
0.30000000000000004,RESISC45,0.20603174603174604
0.30000000000000004,GTSRB,0.5706254948535233
0.4,Cars,0.03892550677776396
0.4,EuroSAT,0.43851851851851853
0.4,RESISC45,0.22285714285714286
0.4,GTSRB,0.6665874901029295
0.5,Cars,0.03706006715582639
0.5,EuroSAT,0.4551851851851852
0.5,RESISC45,0.22380952380952382
0.5,GTSRB,0.7218527315914489
0.6000000000000001,Cars,0.034324089043651286
0.6000000000000001,EuroSAT,0.46444444444444444
0.6000000000000001,RESISC45,0.22333333333333333
0.6000000000000001,GTSRB,0.7535233570863025
0.7000000000000001,Cars,0.02748414376321353
0.7000000000000001,EuroSAT,0.4685185185185185
0.7000000000000001,RESISC45,0.21571428571428572
0.7000000000000001,GTSRB,0.7771971496437055
0.8,Cars,0.024126352443725903
0.8,EuroSAT,0.4688888888888889
0.8,RESISC45,0.20793650793650795
0.8,GTSRB,0.7902612826603326
0.9,Cars,0.022012187538863325
0.9,EuroSAT,0.4633333333333333
0.9,RESISC45,0.2007936507936508
0.9,GTSRB,0.7945368171021377
1.0,Cars,0.020395473199850765
1.0,EuroSAT,0.4551851851851852
1.0,RESISC45,0.19047619047619047
1.0,GTSRB,0.7896278701504355
