scaling_coef,dataset,acc
0.0,Cars,0.5588857107324959
0.0,EuroSAT,0.32296296296296295
0.0,RESISC45,0.5260317460317461
0.0,GTSRB,0.2360253365003959
0.1,Cars,0.5953239646810098
0.1,EuroSAT,0.38222222222222224
0.1,RESISC45,0.5971428571428572
0.1,GTSRB,0.29144893111638953
0.2,Cars,0.6201964929735108
0.2,EuroSAT,0.4444444444444444
0.2,RESISC45,0.6614285714285715
0.2,GTSRB,0.3567695961995249
0.30000000000000004,Cars,0.6444472080586992
0.30000000000000004,EuroSAT,0.5081481481481481
0.30000000000000004,RESISC45,0.7141269841269842
0.30000000000000004,GTSRB,0.4433095803642122
0.4,Cars,0.6629772416366123
0.4,EuroSAT,0.5577777777777778
0.4,RESISC45,0.746984126984127
0.4,GTSRB,0.5287410926365795
0.5,Cars,0.6740455167267753
0.5,EuroSAT,0.6085185185185186
0.5,RESISC45,0.7719047619047619
0.5,GTSRB,0.589944576405384
0.6000000000000001,Cars,0.6728018903121502
0.6000000000000001,EuroSAT,0.6381481481481481
0.6000000000000001,RESISC45,0.7842857142857143
0.6000000000000001,GTSRB,0.6409342834520981
0.7000000000000001,Cars,0.6627285163536873
0.7000000000000001,EuroSAT,0.6718518518518518
0.7000000000000001,RESISC45,0.7806349206349207
0.7000000000000001,GTSRB,0.683452098178939
0.8,Cars,0.6403432408904365
0.8,EuroSAT,0.6977777777777778
0.8,RESISC45,0.7690476190476191
0.8,GTSRB,0.7085510688836104
0.9,Cars,0.6047755254321602
0.9,EuroSAT,0.7192592592592593
0.9,RESISC45,0.75
0.9,GTSRB,0.7265241488519398
1.0,Cars,0.5471956224350205
1.0,EuroSAT,0.7218518518518519
1.0,RESISC45,0.7250793650793651
1.0,GTSRB,0.7319081551860649
