scaling_coef,dataset,acc
0.0,Cars,0.6468100982464867
0.0,EuroSAT,0.33
0.0,RESISC45,0.6496825396825396
0.0,GTSRB,0.3472684085510689
0.1,Cars,0.6933217261534635
0.1,EuroSAT,0.5085185185185185
0.1,RESISC45,0.7504761904761905
0.1,GTSRB,0.43935075217735553
0.2,Cars,0.7305061559507524
0.2,EuroSAT,0.682962962962963
0.2,RESISC45,0.8144444444444444
0.2,GTSRB,0.5530482977038796
0.30000000000000004,Cars,0.7509016291506032
0.30000000000000004,EuroSAT,0.7329629629629629
0.30000000000000004,RESISC45,0.8488888888888889
0.30000000000000004,GTSRB,0.6475851148060174
0.4,Cars,0.7564979480164159
0.4,EuroSAT,0.7474074074074074
0.4,RESISC45,0.8592063492063492
0.4,GTSRB,0.7011084718923198
0.5,Cars,0.7408282551921402
0.5,EuroSAT,0.7396296296296296
0.5,RESISC45,0.8506349206349206
0.5,GTSRB,0.7279493269992082
0.6000000000000001,Cars,0.6996642208680512
0.6000000000000001,EuroSAT,0.7207407407407408
0.6000000000000001,RESISC45,0.8277777777777777
0.6000000000000001,GTSRB,0.7392715756136183
0.7000000000000001,Cars,0.6359905484392488
0.7000000000000001,EuroSAT,0.6877777777777778
0.7000000000000001,RESISC45,0.8
0.7000000000000001,GTSRB,0.7342042755344418
0.8,Cars,0.5348837209302325
0.8,EuroSAT,0.6437037037037037
0.8,RESISC45,0.7607936507936508
0.8,GTSRB,0.7110847189231987
0.9,Cars,0.3865190896654645
0.9,EuroSAT,0.595925925925926
0.9,RESISC45,0.7139682539682539
0.9,GTSRB,0.6714964370546318
1.0,Cars,0.22982216142270862
1.0,EuroSAT,0.5433333333333333
1.0,RESISC45,0.6568253968253969
1.0,GTSRB,0.6212193190815518
