scaling_coef,dataset,acc
0.0,Cars,0.6313891307051361
0.0,EuroSAT,0.26407407407407407
0.0,RESISC45,0.5798412698412698
0.0,GTSRB,0.23642121931908155
0.1,Cars,0.6730506155950753
0.1,EuroSAT,0.37148148148148147
0.1,RESISC45,0.6822222222222222
0.1,GTSRB,0.3342042755344418
0.2,Cars,0.7040169133192389
0.2,EuroSAT,0.5185185185185185
0.2,RESISC45,0.7487301587301587
0.2,GTSRB,0.4327790973871734
0.30000000000000004,Cars,0.7227956721800771
0.30000000000000004,EuroSAT,0.6129629629629629
0.30000000000000004,RESISC45,0.7907936507936508
0.30000000000000004,GTSRB,0.5103721298495645
0.4,Cars,0.7262778261410272
0.4,EuroSAT,0.6274074074074074
0.4,RESISC45,0.7963492063492064
0.4,GTSRB,0.5588281868566904
0.5,Cars,0.7111055838826017
0.5,EuroSAT,0.6044444444444445
0.5,RESISC45,0.7846031746031746
0.5,GTSRB,0.5860649247822645
0.6000000000000001,Cars,0.6730506155950753
0.6000000000000001,EuroSAT,0.5822222222222222
0.6000000000000001,RESISC45,0.7576190476190476
0.6000000000000001,GTSRB,0.594695170229612
0.7000000000000001,Cars,0.6047755254321602
0.7000000000000001,EuroSAT,0.5733333333333334
0.7000000000000001,RESISC45,0.7226984126984127
0.7000000000000001,GTSRB,0.5882026920031671
0.8,Cars,0.5011814450938938
0.8,EuroSAT,0.5603703703703704
0.8,RESISC45,0.6806349206349206
0.8,GTSRB,0.5675376088677752
0.9,Cars,0.3561746051486134
0.9,EuroSAT,0.5474074074074075
0.9,RESISC45,0.6282539682539683
0.9,GTSRB,0.5352335708630246
1.0,Cars,0.2027111055838826
1.0,EuroSAT,0.5259259259259259
1.0,RESISC45,0.5655555555555556
1.0,GTSRB,0.49794140934283454
