scaling_coef,dataset,acc
0.0,Cars,0.6465613729635618
0.0,EuroSAT,0.5422222222222223
0.0,RESISC45,0.656984126984127
0.0,GTSRB,0.4338875692794933
0.1,Cars,0.6857356050242507
0.1,EuroSAT,0.7162962962962963
0.1,RESISC45,0.7325396825396825
0.1,GTSRB,0.4965954077593032
0.2,Cars,0.721054595199602
0.2,EuroSAT,0.8759259259259259
0.2,RESISC45,0.7922222222222223
0.2,GTSRB,0.5648456057007126
0.30000000000000004,Cars,0.7479169257555031
0.30000000000000004,EuroSAT,0.9344444444444444
0.30000000000000004,RESISC45,0.8403174603174604
0.30000000000000004,GTSRB,0.6576405384006334
0.4,Cars,0.7703022012187539
0.4,EuroSAT,0.9618518518518518
0.4,RESISC45,0.8749206349206349
0.4,GTSRB,0.7556611243072051
0.5,Cars,0.7884591468722796
0.5,EuroSAT,0.9729629629629629
0.5,RESISC45,0.8907936507936508
0.5,GTSRB,0.8243863816310372
0.6000000000000001,Cars,0.7987812461136674
0.6000000000000001,EuroSAT,0.9766666666666667
0.6000000000000001,RESISC45,0.896984126984127
0.6000000000000001,GTSRB,0.8596199524940618
0.7000000000000001,Cars,0.7969158064917299
0.7000000000000001,EuroSAT,0.9822222222222222
0.7000000000000001,RESISC45,0.8931746031746032
0.7000000000000001,GTSRB,0.8800475059382423
0.8,Cars,0.7877129710235046
0.8,EuroSAT,0.9837037037037037
0.8,RESISC45,0.883015873015873
0.8,GTSRB,0.8898653998416469
0.9,Cars,0.772540728765079
0.9,EuroSAT,0.9837037037037037
0.9,RESISC45,0.8701587301587301
0.9,GTSRB,0.8927157561361837
1.0,Cars,0.7435642333043154
1.0,EuroSAT,0.9833333333333333
1.0,RESISC45,0.8523809523809524
1.0,GTSRB,0.8907363420427553
