scaling_coef,dataset,acc
0.0,Cars,0.6099987563735854
0.0,EuroSAT,0.1985185185185185
0.0,RESISC45,0.5174603174603175
0.0,GTSRB,0.2625494853523357
0.1,Cars,0.6529038676781495
0.1,EuroSAT,0.35074074074074074
0.1,RESISC45,0.6368253968253968
0.1,GTSRB,0.34576405384006337
0.2,Cars,0.6828752642706131
0.2,EuroSAT,0.5055555555555555
0.2,RESISC45,0.7073015873015873
0.2,GTSRB,0.43665874901029295
0.30000000000000004,Cars,0.6986693197363512
0.30000000000000004,EuroSAT,0.572962962962963
0.30000000000000004,RESISC45,0.7552380952380953
0.30000000000000004,GTSRB,0.5379255740300871
0.4,Cars,0.7087426936948141
0.4,EuroSAT,0.5892592592592593
0.4,RESISC45,0.7723809523809524
0.4,GTSRB,0.6053840063341251
0.5,Cars,0.693197363512001
0.5,EuroSAT,0.5796296296296296
0.5,RESISC45,0.7720634920634921
0.5,GTSRB,0.6270783847980997
0.6000000000000001,Cars,0.6443228454172366
0.6000000000000001,EuroSAT,0.5525925925925926
0.6000000000000001,RESISC45,0.7523809523809524
0.6000000000000001,GTSRB,0.6258115597783056
0.7000000000000001,Cars,0.5822658873274469
0.7000000000000001,EuroSAT,0.5033333333333333
0.7000000000000001,RESISC45,0.7128571428571429
0.7000000000000001,GTSRB,0.6068091844813935
0.8,Cars,0.47021514736973014
0.8,EuroSAT,0.46370370370370373
0.8,RESISC45,0.6671428571428571
0.8,GTSRB,0.5685669041963579
0.9,Cars,0.33553040666583756
0.9,EuroSAT,0.4255555555555556
0.9,RESISC45,0.6093650793650793
0.9,GTSRB,0.521852731591449
1.0,Cars,0.18554906106205696
1.0,EuroSAT,0.4066666666666667
1.0,RESISC45,0.5477777777777778
1.0,GTSRB,0.47070467141726047
