scaling_coef,dataset,acc
0.0,Cars,0.03917423206068897
0.0,EuroSAT,0.16777777777777778
0.0,RESISC45,0.11301587301587301
0.0,GTSRB,0.35304829770387963
0.1,Cars,0.044894913567964184
0.1,EuroSAT,0.25037037037037035
0.1,RESISC45,0.17047619047619048
0.1,GTSRB,0.4642121931908155
0.2,Cars,0.04365128715333914
0.2,EuroSAT,0.36777777777777776
0.2,RESISC45,0.23142857142857143
0.2,GTSRB,0.5872525732383215
0.30000000000000004,Cars,0.037930605646063924
0.30000000000000004,EuroSAT,0.3685185185185185
0.30000000000000004,RESISC45,0.24841269841269842
0.30000000000000004,GTSRB,0.7137767220902613
0.4,Cars,0.029225220743688596
0.4,EuroSAT,0.36407407407407405
0.4,RESISC45,0.23396825396825396
0.4,GTSRB,0.7701504354711005
0.5,Cars,0.0213903743315508
0.5,EuroSAT,0.35
0.5,RESISC45,0.21444444444444444
0.5,GTSRB,0.794695170229612
0.6000000000000001,Cars,0.015420967541350578
0.6000000000000001,EuroSAT,0.3414814814814815
0.6000000000000001,RESISC45,0.19365079365079366
0.6000000000000001,GTSRB,0.7966745843230404
0.7000000000000001,Cars,0.012809352070637981
0.7000000000000001,EuroSAT,0.32555555555555554
0.7000000000000001,RESISC45,0.17666666666666667
0.7000000000000001,GTSRB,0.7774346793349168
0.8,Cars,0.01305807735356299
0.8,EuroSAT,0.30777777777777776
0.8,RESISC45,0.15825396825396826
0.8,GTSRB,0.7470308788598575
0.9,Cars,0.01094391244870041
0.9,EuroSAT,0.29555555555555557
0.9,RESISC45,0.13936507936507936
0.9,GTSRB,0.6976247030878859
1.0,Cars,0.010322099241387887
1.0,EuroSAT,0.277037037037037
1.0,RESISC45,0.13095238095238096
1.0,GTSRB,0.6344418052256532
