step,Cars,EuroSAT,RESISC45,GTSRB
1000,0.8569829623181197,0.8022222222222222,0.9501587301587302,0.9813143309580364
500,0.8559880611864196,0.8003703703703704,0.9498412698412698,0.9825811559778306
